"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 04, 2018","21.180","21.920","21.920","21.140","245.27K","-1.49%"
"Oct 03, 2018","21.500","21.580","21.760","21.400","420.92K","-0.46%"
"Oct 02, 2018","21.600","22.480","22.480","21.320","620.42K","-2.00%"
"Oct 01, 2018","22.040","22.600","22.780","21.800","531.41K","-2.48%"
"Sep 28, 2018","22.600","22.780","22.940","22.420","541.71K","-0.18%"
"Sep 27, 2018","22.640","23.940","23.980","21.660","1.07M","-5.11%"
"Sep 26, 2018","23.860","24.620","24.740","23.858","179.21K","-3.63%"
"Sep 25, 2018","24.760","24.840","24.940","24.580","100.95K","-0.64%"
"Sep 24, 2018","24.920","26.000","26.000","24.500","434.22K","-2.20%"
"Sep 21, 2018","25.480","25.760","25.760","24.920","633.73K","0.47%"
"Sep 20, 2018","25.360","24.580","25.800","24.560","795.05K","5.14%"
"Sep 19, 2018","24.120","24.140","24.720","24.000","210.77K","0.50%"
"Sep 18, 2018","24.000","23.900","24.620","23.800","258.35K","-0.74%"
"Sep 17, 2018","24.180","23.300","24.180","23.300","405.13K","2.98%"
"Sep 14, 2018","23.480","22.480","23.480","22.240","320.06K","4.54%"
"Sep 13, 2018","22.460","21.740","22.700","21.580","1.07M","3.79%"
"Sep 12, 2018","21.640","21.480","21.640","20.820","358.17K","0.00%"
"Sep 11, 2018","21.640","22.100","22.220","21.320","687.38K","-2.61%"
"Sep 10, 2018","22.220","23.120","23.120","22.080","398.01K","-1.94%"
"Sep 07, 2018","22.660","23.020","23.020","22.400","403.56K","0.44%"
"Sep 06, 2018","22.560","22.620","22.700","22.380","526.64K","-0.44%"
"Sep 05, 2018","22.660","23.000","23.200","22.640","449.76K","-1.48%"
"Sep 04, 2018","23.000","22.880","23.280","22.880","501.00K","0.44%"
"Sep 03, 2018","22.900","23.120","23.420","22.880","72.90K","0.17%"
"Aug 31, 2018","22.860","22.980","22.980","22.320","423.91K","0.70%"
"Aug 30, 2018","22.700","22.580","22.940","22.540","512.50K","0.18%"
"Aug 29, 2018","22.660","22.260","22.840","22.260","248.44K","-0.26%"
"Aug 28, 2018","22.720","23.240","23.460","22.520","507.70K","-1.47%"
"Aug 27, 2018","23.058","23.058","23.058","23.058","-","-0.53%"
"Aug 24, 2018","23.180","23.400","23.400","22.700","185.78K","0.96%"
"Aug 23, 2018","22.960","23.400","23.700","22.940","286.49K","-1.80%"
"Aug 22, 2018","23.380","23.560","23.760","23.240","159.16K","-0.93%"
"Aug 21, 2018","23.600","23.840","24.100","23.460","402.35K","-0.76%"
"Aug 20, 2018","23.780","23.500","23.920","23.420","160.04K","1.19%"
"Aug 17, 2018","23.500","23.280","23.700","23.000","394.82K","0.77%"
"Aug 16, 2018","23.320","23.260","23.791","22.760","515.80K","2.28%"
"Aug 15, 2018","22.800","23.680","24.040","22.799","879.04K","-4.12%"
"Aug 14, 2018","23.780","23.880","25.200","23.660","1.58M","-0.92%"
"Aug 13, 2018","24.000","23.380","24.000","22.740","1.05M","1.01%"
"Aug 10, 2018","23.760","24.740","25.000","23.700","473.96K","-5.79%"
"Aug 09, 2018","25.220","25.720","25.860","24.820","781.07K","-3.45%"
"Aug 08, 2018","26.120","26.820","26.820","25.980","371.30K","-2.76%"
"Aug 07, 2018","26.860","26.540","27.180","26.540","385.66K","0.90%"
"Aug 06, 2018","26.620","26.260","27.020","26.260","265.24K","0.45%"
"Aug 03, 2018","26.500","26.840","26.840","26.140","333.16K","-1.56%"
"Aug 02, 2018","26.920","27.240","27.240","26.840","124.14K","-1.46%"
"Aug 01, 2018","27.320","26.940","27.480","26.800","182.66K","1.94%"
"Jul 31, 2018","26.800","27.180","27.400","26.640","389.23K","-2.05%"
"Jul 30, 2018","27.360","27.420","27.440","27.060","146.94K","-0.65%"
"Jul 27, 2018","27.540","27.780","28.080","27.160","170.30K","-1.29%"
"Jul 26, 2018","27.900","27.400","28.000","27.000","292.14K","2.50%"
"Jul 25, 2018","27.220","27.700","28.020","27.060","173.31K","-2.86%"
"Jul 24, 2018","28.020","27.300","28.265","27.240","227.68K","2.64%"
"Jul 23, 2018","27.300","26.700","27.440","26.700","211.51K","2.09%"
"Jul 20, 2018","26.740","27.620","27.680","26.460","427.48K","-3.47%"
"Jul 19, 2018","27.700","29.600","29.660","27.380","1.28M","-6.10%"
"Jul 18, 2018","29.500","28.260","29.900","27.940","958.73K","4.54%"
"Jul 17, 2018","28.220","27.520","28.220","27.340","483.29K","0.64%"
"Jul 16, 2018","28.040","28.220","28.234","27.500","257.44K","-0.28%"
"Jul 13, 2018","28.120","27.620","28.220","27.460","327.63K","0.86%"
"Jul 12, 2018","27.880","27.760","28.080","27.580","208.43K","-0.21%"
"Jul 11, 2018","27.940","28.700","28.704","27.620","241.10K","-1.41%"
"Jul 10, 2018","28.340","28.340","28.480","27.900","480.83K","1.58%"
"Jul 09, 2018","27.900","26.880","28.160","26.300","1.15M","4.65%"
"Jul 06, 2018","26.660","26.680","26.950","26.260","242.46K","0.00%"
"Jul 05, 2018","26.660","26.200","26.820","26.040","362.18K","2.07%"
"Jul 04, 2018","26.120","25.660","26.560","25.640","572.33K","2.03%"
"Jul 03, 2018","25.600","26.400","26.420","25.540","879.62K","-2.44%"
"Jul 02, 2018","26.240","26.720","27.552","26.240","685.65K","-0.91%"
"Jun 29, 2018","26.480","26.900","26.980","26.480","741.04K","-1.56%"
"Jun 28, 2018","26.900","26.900","27.669","26.460","547.77K","-0.96%"
"Jun 27, 2018","27.160","27.840","27.940","26.660","1.13M","-1.88%"
"Jun 26, 2018","27.680","28.500","28.500","27.200","823.00K","-1.70%"
"Jun 25, 2018","28.160","27.660","28.560","27.440","448.83K","0.93%"
"Jun 22, 2018","27.900","27.900","28.200","27.560","489.25K","-0.07%"
"Jun 21, 2018","27.920","27.260","28.180","27.120","553.46K","2.95%"
"Jun 20, 2018","27.120","26.220","27.480","26.220","501.21K","4.23%"
"Jun 19, 2018","26.020","25.840","26.460","25.500","626.62K","0.08%"
"Jun 18, 2018","26.000","25.900","26.066","25.460","940.19K","0.08%"
"Jun 15, 2018","25.980","26.500","26.663","25.940","923.07K","-1.96%"
"Jun 14, 2018","26.500","26.340","26.900","26.040","571.30K","0.00%"
"Jun 13, 2018","26.500","26.680","26.683","26.340","519.29K","0.00%"
"Jun 12, 2018","26.500","26.600","26.800","26.300","276.52K","-1.41%"
"Jun 11, 2018","26.880","27.240","27.780","26.700","413.15K","-1.90%"
"Jun 08, 2018","27.400","27.940","27.940","26.280","1.30M","-2.70%"
"Jun 07, 2018","28.160","28.700","28.840","28.035","860.59K","-0.35%"
"Jun 06, 2018","28.260","28.340","30.557","28.260","1.09M","0.21%"
"Jun 05, 2018","28.200","28.500","28.500","28.140","523.14K","-1.05%"
"Jun 04, 2018","28.500","28.220","28.660","28.200","720.50K","1.35%"
"Jun 01, 2018","28.120","28.600","28.860","28.117","764.33K","-0.99%"
"May 31, 2018","28.400","28.800","29.008","27.800","6.12M","-0.91%"
"May 30, 2018","28.660","28.700","29.220","28.160","1.79M","-0.14%"
"May 29, 2018","28.700","30.480","30.760","28.320","1.72M","-5.82%"
"May 28, 2018","30.472","30.472","30.472","30.472","-","2.74%"
"May 25, 2018","29.660","29.280","30.220","29.020","1.37M","1.23%"
"May 24, 2018","29.300","29.200","29.520","29.020","665.10K","-3.30%"
"May 23, 2018","30.300","29.900","30.480","29.900","1.16M","1.41%"
"May 22, 2018","29.880","30.000","30.440","29.620","695.83K","-0.40%"
"May 21, 2018","30.000","30.240","30.560","29.860","884.20K","0.00%"
"May 18, 2018","30.000","30.700","30.980","29.860","1.16M","-2.15%"
"May 17, 2018","30.660","30.900","31.080","30.600","626.75K","-0.20%"
"May 16, 2018","30.720","30.340","30.954","30.340","1.19M","2.40%"
"May 15, 2018","30.000","31.300","31.480","29.880","2.32M","0.27%"
"May 14, 2018","29.920","29.640","30.340","29.100","1.65M","3.03%"
"May 11, 2018","29.040","29.140","29.540","28.920","1.46M","0.97%"
"May 10, 2018","28.760","29.640","29.800","28.700","932.75K","-2.18%"
"May 09, 2018","29.400","29.440","29.740","28.780","750.17K","-0.34%"
"May 08, 2018","29.500","29.160","29.780","29.160","947.70K","0.34%"
"May 07, 2018","29.400","29.400","29.400","29.400","-","0.82%"
"May 04, 2018","29.160","28.340","29.160","28.340","219.13K","2.75%"
"May 03, 2018","28.380","28.460","29.000","28.200","393.93K","-0.63%"
"May 02, 2018","28.560","28.000","28.900","28.000","195.76K","0.71%"
"May 01, 2018","28.360","28.380","28.640","28.120","164.33K","-0.49%"
"Apr 30, 2018","28.500","29.300","29.320","28.380","214.46K","-1.38%"
"Apr 27, 2018","28.900","28.020","29.240","27.980","622.46K","4.33%"
"Apr 26, 2018","27.700","28.400","28.880","26.240","3.10M","-4.42%"
"Apr 25, 2018","28.980","30.640","30.640","28.700","2.03M","-6.52%"
"Apr 24, 2018","31.000","31.840","31.840","30.840","748.96K","-0.64%"
"Apr 23, 2018","31.200","32.240","32.320","30.760","838.63K","-3.11%"
"Apr 20, 2018","32.200","32.220","33.118","31.760","692.69K","-1.35%"
"Apr 19, 2018","32.640","33.700","34.380","32.360","775.88K","-3.15%"
"Apr 18, 2018","33.700","32.280","34.120","32.220","845.60K","4.14%"
"Apr 17, 2018","32.360","31.120","33.480","30.900","1.09M","6.10%"
"Apr 16, 2018","30.500","30.780","30.780","30.080","752.85K","0.00%"
"Apr 13, 2018","30.500","31.380","31.500","30.500","999.65K","-1.42%"
"Apr 12, 2018","30.940","29.500","31.480","29.440","1.92M","7.96%"
"Apr 11, 2018","28.660","30.000","30.400","28.060","3.16M","-5.72%"
"Apr 10, 2018","30.400","32.340","32.380","30.040","2.12M","-5.88%"
"Apr 09, 2018","32.300","35.000","35.000","29.140","2.26M","-8.24%"
"Apr 06, 2018","35.200","35.000","35.800","34.174","607.08K","0.00%"
"Apr 05, 2018","35.200","33.900","35.340","33.610","982.52K","4.58%"
"Apr 04, 2018","33.660","33.800","33.800","33.280","468.79K","0.24%"
"Apr 03, 2018","33.580","33.680","34.100","33.280","928.52K","-0.06%"
"Mar 29, 2018","33.600","31.960","35.000","31.840","3.04M","5.66%"
"Mar 28, 2018","31.800","32.000","32.000","31.250","382.87K","-0.63%"
"Mar 27, 2018","32.000","32.120","32.160","31.420","426.42K","0.06%"
"Mar 26, 2018","31.980","32.420","32.500","31.920","248.46K","-1.36%"
"Mar 23, 2018","32.420","32.840","32.840","31.480","501.13K","-0.55%"
"Mar 22, 2018","32.600","33.700","33.800","32.540","369.58K","-2.22%"
"Mar 21, 2018","33.340","33.100","33.660","32.920","454.54K","1.28%"
"Mar 20, 2018","32.920","33.100","33.100","32.520","492.91K","-0.24%"
"Mar 19, 2018","33.000","33.860","33.900","32.620","419.12K","-1.32%"
"Mar 16, 2018","33.440","33.980","33.980","33.360","773.49K","-1.76%"
"Mar 15, 2018","34.040","33.120","34.100","32.720","1.00M","3.47%"
"Mar 14, 2018","32.900","33.500","33.520","32.620","803.41K","-2.26%"
"Mar 13, 2018","33.660","34.400","34.400","33.425","583.71K","-1.75%"
"Mar 12, 2018","34.260","34.760","34.820","34.180","264.37K","-0.46%"
"Mar 09, 2018","34.420","34.320","34.680","34.260","163.95K","-0.23%"
"Mar 08, 2018","34.500","34.500","34.680","34.200","66.81K","0.88%"
"Mar 07, 2018","34.200","34.560","34.560","33.700","487.44K","-1.16%"
"Mar 06, 2018","34.600","35.240","35.440","34.200","487.06K","-1.70%"
"Mar 05, 2018","35.200","34.960","35.680","34.960","297.28K","0.51%"
"Mar 02, 2018","35.020","36.080","36.080","34.440","478.01K","-2.34%"
"Mar 01, 2018","35.860","35.660","36.080","35.180","337.32K","0.17%"
"Feb 28, 2018","35.800","36.220","36.220","35.640","512.67K","-0.56%"
"Feb 27, 2018","36.000","36.440","36.500","35.780","237.62K","0.00%"
"Feb 26, 2018","36.000","35.980","36.240","35.780","516.73K","1.75%"
"Feb 23, 2018","35.380","34.600","36.240","34.600","266.04K","0.80%"
"Feb 22, 2018","35.100","34.400","35.900","34.000","961.72K","1.45%"
"Feb 21, 2018","34.600","35.180","35.300","33.580","919.81K","-1.14%"
"Feb 20, 2018","35.000","36.000","36.500","34.180","869.27K","-4.11%"
"Feb 19, 2018","36.500","38.200","38.200","36.500","266.42K","-3.18%"
"Feb 16, 2018","37.700","38.500","39.520","37.520","806.68K","-0.79%"
"Feb 15, 2018","38.000","37.600","38.080","37.260","997.86K","1.99%"
"Feb 14, 2018","37.260","37.540","37.840","37.200","600.77K","0.70%"
"Feb 13, 2018","37.000","36.000","37.120","36.000","304.54K","1.37%"
"Feb 12, 2018","36.500","35.760","36.660","35.171","523.45K","4.17%"
"Feb 09, 2018","35.040","36.560","36.560","35.000","535.94K","-3.20%"
"Feb 08, 2018","36.200","36.460","36.600","35.580","794.47K","-0.28%"
"Feb 07, 2018","36.300","36.780","37.000","35.780","590.58K","1.45%"
"Feb 06, 2018","35.780","35.300","36.340","34.960","775.80K","-0.89%"
"Feb 05, 2018","36.100","36.120","36.380","35.500","1.08M","-0.55%"
"Feb 02, 2018","36.300","37.400","37.560","35.740","1.17M","-3.04%"
"Feb 01, 2018","37.440","38.800","39.000","36.900","994.30K","-2.35%"
"Jan 31, 2018","38.340","40.100","40.100","38.340","1.02M","-4.39%"
"Jan 30, 2018","40.100","40.200","41.180","39.920","310.25K","0.00%"
"Jan 29, 2018","40.100","40.480","41.100","39.820","1.50M","-0.50%"
"Jan 26, 2018","40.300","38.800","40.480","37.740","989.47K","4.30%"
"Jan 25, 2018","38.640","40.600","40.940","38.600","1.14M","-4.40%"
"Jan 24, 2018","40.420","41.340","42.422","40.100","502.77K","-1.89%"
"Jan 23, 2018","41.200","39.600","41.840","39.600","904.73K","5.97%"
"Jan 22, 2018","38.880","39.700","39.700","38.480","478.55K","-0.92%"
"Jan 19, 2018","39.240","39.500","39.680","39.000","424.75K","-0.66%"
"Jan 18, 2018","39.500","39.400","40.020","38.880","372.93K","-0.50%"
"Jan 17, 2018","39.700","40.880","40.880","39.320","630.41K","-1.73%"
"Jan 16, 2018","40.400","41.500","41.840","40.140","580.40K","-2.70%"
"Jan 15, 2018","41.520","42.800","43.800","41.400","313.23K","-4.95%"
"Jan 12, 2018","43.680","43.960","44.560","43.200","459.80K","-0.14%"
"Jan 11, 2018","43.740","43.700","43.800","43.060","364.92K","1.58%"
"Jan 10, 2018","43.060","42.200","43.220","42.080","429.91K","2.33%"
"Jan 09, 2018","42.080","42.780","42.960","40.760","284.60K","-0.52%"
"Jan 08, 2018","42.300","42.500","42.500","42.100","187.57K","-0.24%"
"Jan 05, 2018","42.400","41.780","42.500","41.620","432.34K","1.83%"
"Jan 04, 2018","41.640","39.400","42.060","39.400","400.65K","4.57%"
"Jan 03, 2018","39.820","39.000","40.060","39.000","252.40K","2.05%"
"Jan 02, 2018","39.020","37.120","39.320","37.120","381.03K","3.31%"
"Dec 29, 2017","37.770","39.180","39.180","37.770","252.76K","-1.67%"
"Dec 28, 2017","38.410","39.040","39.040","37.850","277.76K","0.29%"
"Dec 27, 2017","38.300","38.900","38.900","38.220","150.18K","-0.88%"
"Dec 22, 2017","38.640","39.110","39.280","38.570","91.80K","-1.70%"
"Dec 21, 2017","39.310","39.350","39.350","38.870","235.95K","1.16%"
"Dec 20, 2017","38.860","38.890","41.600","37.285","406.21K","-1.74%"
"Dec 19, 2017","39.550","41.730","41.730","39.390","330.22K","-3.47%"
"Dec 18, 2017","40.970","40.370","41.690","40.370","270.33K","-0.56%"
"Dec 15, 2017","41.200","39.620","41.470","37.285","661.83K","2.62%"
"Dec 14, 2017","40.150","41.550","41.550","39.600","447.22K","-1.42%"
"Dec 13, 2017","40.730","40.610","41.310","37.285","504.67K","-0.32%"
"Dec 12, 2017","40.860","40.440","41.350","39.650","817.01K","2.33%"
"Dec 11, 2017","39.930","38.350","40.200","37.285","592.39K","4.23%"
"Dec 08, 2017","38.310","38.970","38.970","37.285","582.55K","1.08%"
"Dec 07, 2017","37.900","38.370","38.650","37.285","167.71K","-0.76%"
"Dec 06, 2017","38.190","37.660","38.710","37.285","688.79K","0.39%"
"Dec 05, 2017","38.040","38.150","38.150","37.310","540.49K","1.58%"
"Dec 04, 2017","37.450","38.000","38.000","37.230","285.66K","0.00%"
"Dec 01, 2017","37.450","37.250","39.450","36.187","470.87K","0.94%"
"Nov 30, 2017","37.100","37.370","37.770","36.720","648.15K","0.82%"
"Nov 29, 2017","36.800","37.230","38.250","36.050","834.70K","-1.50%"
"Nov 28, 2017","37.360","37.700","37.700","36.910","328.38K","-0.51%"
"Nov 27, 2017","37.550","38.200","38.260","37.440","259.89K","-1.18%"
"Nov 24, 2017","38.000","38.400","38.680","37.800","416.26K","0.53%"
"Nov 23, 2017","37.800","37.150","39.450","37.150","457.97K","-1.66%"
"Nov 22, 2017","38.440","39.000","39.450","37.900","392.24K","-1.28%"
"Nov 21, 2017","38.940","38.140","39.500","38.000","540.54K","1.01%"
"Nov 20, 2017","38.550","37.500","39.050","37.500","770.90K","1.05%"
"Nov 17, 2017","38.150","38.010","38.260","37.640","426.45K","0.37%"
"Nov 16, 2017","38.010","38.910","39.210","37.150","805.74K","-1.88%"
"Nov 15, 2017","38.740","40.449","40.449","38.500","670.25K","-4.58%"
"Nov 14, 2017","40.600","41.250","41.250","40.370","466.66K","-0.56%"
"Nov 13, 2017","40.830","42.080","42.080","40.260","551.38K","-1.02%"
"Nov 10, 2017","41.250","41.140","41.410","40.895","254.96K","0.27%"
"Nov 09, 2017","41.140","40.700","41.400","39.980","434.79K","2.21%"
"Nov 08, 2017","40.250","40.210","41.003","40.150","432.67K","-1.83%"
"Nov 07, 2017","41.000","40.360","41.500","39.150","1.12M","3.64%"
"Nov 06, 2017","39.560","38.900","40.646","38.330","457.58K","1.54%"
"Nov 03, 2017","38.960","40.000","40.655","38.500","972.89K","-2.36%"
"Nov 02, 2017","39.900","40.410","41.140","39.800","635.18K","-1.29%"
"Nov 01, 2017","40.420","40.710","41.280","40.360","551.63K","-1.65%"
"Oct 31, 2017","41.100","43.400","43.400","40.710","983.91K","-3.79%"
"Oct 30, 2017","42.720","41.000","42.940","41.000","1.59M","3.51%"
"Oct 27, 2017","41.270","39.860","41.590","39.860","717.33K","2.53%"
"Oct 26, 2017","40.250","41.000","41.120","40.130","571.08K","-1.83%"
"Oct 25, 2017","41.000","39.300","41.000","39.300","550.38K","3.82%"
"Oct 24, 2017","39.490","38.850","39.490","38.690","1.69M","0.74%"
"Oct 23, 2017","39.200","39.340","40.130","38.500","2.00M","1.82%"
"Oct 20, 2017","38.500","41.000","41.000","38.400","1.64M","-5.17%"
"Oct 19, 2017","40.600","42.590","42.590","39.810","1.87M","-4.58%"
"Oct 18, 2017","42.550","40.850","42.770","40.850","388.15K","3.63%"
"Oct 17, 2017","41.060","41.400","41.500","40.790","399.32K","-0.82%"
"Oct 16, 2017","41.400","42.940","42.940","41.190","661.20K","-1.78%"
"Oct 13, 2017","42.150","43.000","43.950","41.530","1.19M","-3.10%"
"Oct 12, 2017","43.500","43.510","46.500","43.140","783.24K","-1.47%"
"Oct 11, 2017","44.150","43.960","46.700","43.950","330.42K","0.34%"
"Oct 10, 2017","44.000","44.090","45.090","43.460","254.45K","-0.38%"
"Oct 09, 2017","44.170","44.540","44.540","43.700","221.02K","1.08%"
"Oct 06, 2017","43.700","44.500","44.500","43.370","421.47K","-0.68%"
"Oct 05, 2017","44.000","45.390","45.390","43.200","640.73K","-1.94%"
"Oct 04, 2017","44.870","45.000","45.120","44.660","135.79K","0.16%"
"Oct 03, 2017","44.800","45.150","45.650","44.210","167.99K","0.11%"
"Oct 02, 2017","44.750","44.650","45.270","44.520","265.97K","-0.31%"
"Sep 29, 2017","44.890","45.000","45.290","44.360","561.29K","1.33%"
"Sep 28, 2017","44.300","45.000","45.000","44.170","372.04K","-1.16%"
"Sep 27, 2017","44.820","44.110","44.930","44.110","420.94K","-0.40%"
"Sep 26, 2017","45.000","43.780","45.700","43.350","1.90M","2.74%"
"Sep 25, 2017","43.800","43.650","44.300","42.650","537.71K","2.24%"
"Sep 22, 2017","42.840","41.590","43.790","40.500","473.21K","3.38%"
"Sep 21, 2017","41.440","42.600","42.600","41.150","333.13K","-0.77%"
"Sep 20, 2017","41.760","42.090","42.210","41.220","120.48K","0.00%"
"Sep 19, 2017","41.760","43.000","43.090","41.760","196.14K","-1.97%"
"Sep 18, 2017","42.600","42.380","42.600","42.120","147.53K","1.72%"
"Sep 15, 2017","41.880","41.660","42.200","41.400","593.46K","0.65%"
"Sep 14, 2017","41.610","42.430","42.740","41.500","264.01K","-2.16%"
"Sep 13, 2017","42.530","43.000","43.500","42.250","613.91K","-0.98%"
"Sep 12, 2017","42.950","42.500","43.050","42.240","419.18K","1.18%"
"Sep 11, 2017","42.450","41.500","42.500","41.360","851.57K","1.77%"
"Sep 08, 2017","41.710","42.000","42.000","41.360","290.97K","-0.55%"
"Sep 07, 2017","41.940","41.800","42.050","41.700","404.58K","0.10%"
"Sep 06, 2017","41.900","41.500","42.000","41.300","340.77K","1.45%"
"Sep 05, 2017","41.300","41.000","41.400","40.970","159.03K","0.34%"
"Sep 04, 2017","41.160","41.500","41.500","41.000","98.98K","-1.03%"
"Sep 01, 2017","41.590","40.800","41.980","40.360","516.87K","1.94%"
"Aug 31, 2017","40.800","39.500","41.280","39.440","2.24M","3.29%"
"Aug 30, 2017","39.500","38.960","40.250","38.960","898.30K","1.54%"
"Aug 29, 2017","38.900","39.620","40.000","38.780","922.13K","-0.77%"
"Aug 25, 2017","39.200","39.810","39.810","38.960","312.00K","-0.48%"
"Aug 24, 2017","39.390","39.790","39.890","39.060","195.86K","-0.10%"
"Aug 23, 2017","39.430","39.850","39.850","38.990","296.49K","0.15%"
"Aug 22, 2017","39.370","39.030","39.630","39.030","281.97K","0.77%"
"Aug 21, 2017","39.070","39.280","39.520","38.980","95.84K","0.70%"
"Aug 18, 2017","38.800","40.120","40.120","38.490","138.62K","-2.19%"
"Aug 17, 2017","39.670","39.450","39.910","39.450","164.66K","-0.60%"
"Aug 16, 2017","39.910","39.200","40.060","38.900","498.75K","2.33%"
"Aug 15, 2017","39.000","38.500","39.072","38.460","172.12K","0.28%"
"Aug 14, 2017","38.890","39.310","39.380","38.800","320.89K","-0.28%"
"Aug 11, 2017","39.000","39.990","40.000","38.770","556.30K","-2.50%"
"Aug 10, 2017","40.000","39.010","40.120","39.010","462.24K","1.14%"
"Aug 09, 2017","39.550","39.770","39.990","39.500","158.77K","-0.95%"
"Aug 08, 2017","39.930","40.000","40.050","39.420","299.75K","0.30%"
"Aug 07, 2017","39.810","40.180","40.500","39.810","351.64K","-0.60%"
"Aug 04, 2017","40.050","40.400","40.400","39.672","311.65K","-0.22%"
"Aug 03, 2017","40.140","39.080","40.330","39.080","850.13K","2.27%"
"Aug 02, 2017","39.250","38.750","39.650","38.750","586.36K","1.16%"
"Aug 01, 2017","38.800","38.800","39.170","38.010","431.52K","0.31%"
"Jul 31, 2017","38.680","38.000","38.950","38.000","408.27K","0.08%"
"Jul 28, 2017","38.650","38.500","38.650","38.010","455.81K","0.91%"
"Jul 27, 2017","38.300","37.950","38.300","37.120","518.97K","2.96%"
"Jul 26, 2017","37.200","37.200","37.410","36.510","193.09K","1.42%"
"Jul 25, 2017","36.680","37.850","37.850","36.550","278.57K","-1.19%"
"Jul 24, 2017","37.120","38.100","38.300","37.070","478.03K","-2.95%"
"Jul 21, 2017","38.250","38.000","38.310","37.320","799.07K","0.82%"
"Jul 20, 2017","37.940","37.930","38.700","37.050","725.29K","1.36%"
"Jul 19, 2017","37.430","37.000","37.500","36.260","451.57K","2.18%"
"Jul 18, 2017","36.630","36.710","37.130","36.300","357.21K","-0.60%"
"Jul 17, 2017","36.850","35.880","37.330","35.880","338.07K","2.65%"
"Jul 14, 2017","35.900","36.000","36.110","35.540","239.59K","1.13%"
"Jul 13, 2017","35.500","36.000","36.100","35.300","177.20K","-1.11%"
"Jul 12, 2017","35.900","35.280","35.980","34.890","319.15K","3.82%"
"Jul 11, 2017","34.580","34.840","35.190","34.360","120.09K","0.23%"
"Jul 10, 2017","34.500","34.730","35.140","34.240","68.90K","-1.17%"
"Jul 07, 2017","34.910","35.230","35.400","34.800","271.22K","-1.27%"
"Jul 06, 2017","35.360","34.700","35.500","34.500","188.23K","1.46%"
"Jul 05, 2017","34.850","35.000","35.303","34.670","358.23K","-0.43%"
"Jul 04, 2017","35.000","34.900","35.320","34.790","190.31K","0.40%"
"Jul 03, 2017","34.860","35.000","35.000","34.080","69.03K","0.61%"
"Jun 30, 2017","34.650","35.000","35.000","34.430","830.58K","-0.43%"
"Jun 29, 2017","34.800","34.150","34.890","34.010","763.86K","2.05%"
"Jun 28, 2017","34.100","33.860","34.140","33.630","288.83K","0.21%"
"Jun 27, 2017","34.030","34.520","34.520","33.500","306.43K","-1.08%"
"Jun 26, 2017","34.400","33.000","34.400","32.860","323.68K","4.69%"
"Jun 23, 2017","32.860","32.830","33.000","32.590","512.41K","0.18%"
"Jun 22, 2017","32.800","32.300","33.000","31.570","340.65K","-0.39%"
"Jun 21, 2017","32.930","32.150","32.930","32.000","254.57K","0.55%"
"Jun 20, 2017","32.750","34.000","34.400","32.750","396.91K","-3.39%"
"Jun 19, 2017","33.900","33.270","34.340","33.170","442.33K","0.89%"
"Jun 16, 2017","33.600","34.030","34.590","33.597","1.07M","-1.67%"
"Jun 15, 2017","34.170","35.000","35.040","33.950","1.35M","-4.29%"
"Jun 14, 2017","35.700","34.950","35.860","34.950","549.57K","2.00%"
"Jun 13, 2017","35.000","36.150","36.150","34.840","357.64K","-2.45%"
"Jun 12, 2017","35.880","35.100","36.090","35.100","191.09K","1.79%"
"Jun 09, 2017","35.250","36.080","37.010","33.620","1.11M","-3.95%"
"Jun 08, 2017","36.700","36.650","36.800","36.110","808.83K","-0.24%"
"Jun 07, 2017","36.790","36.600","37.220","36.500","329.56K","-1.10%"
"Jun 06, 2017","37.200","36.370","37.300","36.350","123.21K","1.64%"
"Jun 05, 2017","36.600","36.180","36.900","36.180","462.32K","-0.76%"
"Jun 02, 2017","36.880","35.810","36.880","35.810","262.08K","1.04%"
"Jun 01, 2017","36.500","36.600","36.850","36.160","279.06K","0.83%"
"May 31, 2017","36.200","37.330","38.070","36.020","634.05K","-4.61%"
"May 30, 2017","37.950","37.770","38.160","37.260","609.99K","-0.13%"
"May 26, 2017","38.000","38.540","38.540","37.910","825.79K","-1.48%"
"May 25, 2017","38.570","37.580","38.830","37.570","531.76K","2.50%"
"May 24, 2017","37.630","38.000","38.000","37.270","350.64K","-0.45%"
"May 23, 2017","37.800","36.260","37.930","36.260","432.93K","2.16%"
"May 22, 2017","37.000","36.710","37.090","36.410","170.29K","0.57%"
"May 19, 2017","36.790","35.540","36.940","35.540","393.21K","3.63%"
"May 18, 2017","35.500","35.980","36.300","35.200","557.11K","-1.77%"
"May 17, 2017","36.140","36.950","36.950","35.920","443.96K","-2.06%"
"May 16, 2017","36.900","36.770","37.090","36.300","222.90K","0.96%"
"May 15, 2017","36.550","35.680","37.260","35.670","743.16K","0.83%"
"May 12, 2017","36.250","36.750","36.750","35.780","415.30K","0.00%"
"May 11, 2017","36.250","35.740","36.600","35.100","747.88K","2.06%"
"May 10, 2017","35.520","35.300","35.560","34.440","518.79K","1.81%"
"May 09, 2017","34.890","34.400","35.290","34.400","170.84K","1.04%"
"May 08, 2017","34.530","33.600","34.620","33.600","279.35K","2.74%"
"May 05, 2017","33.610","34.870","34.870","33.390","350.21K","-2.30%"
"May 04, 2017","34.400","35.000","35.170","34.320","501.40K","-1.99%"
"May 03, 2017","35.100","35.200","35.230","34.800","671.59K","-1.27%"
